llm_model,embedding_model,normalization_type,is_pseudo,baseline_recall@1,baseline_recall@5,baseline_recall@10,baseline_recall@25,baseline_recall@50,baseline_recall@100,pseudo_recall@1,pseudo_recall@5,pseudo_recall@10,pseudo_recall@25,pseudo_recall@50,pseudo_recall@100
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.23170731707317074,0.5,0.6219512195121951,0.7378048780487805,0.8536585365853658,0.9573170731707317
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,functions,False,0.31097560975609756,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.054878048780487805,0.08536585365853659,0.13414634146341464,0.23780487804878048,0.3170731707317073,0.47560975609756095
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,both,False,0.06097560975609756,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,sentence-transformers/all-mpnet-base-v2,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9634146341463414,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,sentence-transformers/all-mpnet-base-v2,none,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,sentence-transformers/all-mpnet-base-v2,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.8963414634146342,0.975609756097561,0.9878048780487805,0.9878048780487805,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,sentence-transformers/all-mpnet-base-v2,docstring,False,0.9634146341463414,0.9939024390243902,0.9939024390243902,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,sentence-transformers/all-mpnet-base-v2,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.6890243902439024,0.9024390243902439,0.9329268292682927,0.9451219512195121,0.9695121951219512,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,sentence-transformers/all-mpnet-base-v2,variables,False,0.7865853658536586,0.926829268292683,0.9512195121951219,0.975609756097561,0.9939024390243902,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,sentence-transformers/all-mpnet-base-v2,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.4146341463414634,0.6707317073170732,0.7621951219512195,0.8780487804878049,0.9329268292682927,0.9878048780487805
mistralai/Mixtral-8x7B-Instruct-v0.1,sentence-transformers/all-mpnet-base-v2,functions,False,0.38414634146341464,0.6524390243902439,0.7621951219512195,0.8719512195121951,0.9329268292682927,0.9817073170731707,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,sentence-transformers/all-mpnet-base-v2,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1402439024390244,0.31097560975609756,0.4024390243902439,0.5365853658536586,0.676829268292683,0.8292682926829268
mistralai/Mixtral-8x7B-Instruct-v0.1,sentence-transformers/all-mpnet-base-v2,both,False,0.0975609756097561,0.25609756097560976,0.34146341463414637,0.4695121951219512,0.6036585365853658,0.774390243902439,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,jinaai/jina-embeddings-v2-base-code,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.012195121951219513
mistralai/Mixtral-8x7B-Instruct-v0.1,jinaai/jina-embeddings-v2-base-code,none,False,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.012195121951219513,0.012195121951219513,0.03048780487804878,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,jinaai/jina-embeddings-v2-base-code,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.03048780487804878,0.06097560975609756,0.10365853658536585,0.14634146341463414,0.21341463414634146
mistralai/Mixtral-8x7B-Instruct-v0.1,jinaai/jina-embeddings-v2-base-code,docstring,False,0.006097560975609756,0.03048780487804878,0.054878048780487805,0.09146341463414634,0.1524390243902439,0.21341463414634146,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,jinaai/jina-embeddings-v2-base-code,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018292682926829267,0.042682926829268296,0.054878048780487805,0.07317073170731707,0.10365853658536585
mistralai/Mixtral-8x7B-Instruct-v0.1,jinaai/jina-embeddings-v2-base-code,variables,False,0.006097560975609756,0.012195121951219513,0.024390243902439025,0.024390243902439025,0.042682926829268296,0.09146341463414634,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,jinaai/jina-embeddings-v2-base-code,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.042682926829268296,0.06707317073170732,0.07317073170731707,0.09146341463414634,0.1402439024390244
mistralai/Mixtral-8x7B-Instruct-v0.1,jinaai/jina-embeddings-v2-base-code,functions,False,0.0,0.018292682926829267,0.054878048780487805,0.054878048780487805,0.06707317073170732,0.13414634146341464,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,jinaai/jina-embeddings-v2-base-code,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.018292682926829267,0.042682926829268296,0.06707317073170732,0.07926829268292683,0.10975609756097561,0.1524390243902439
mistralai/Mixtral-8x7B-Instruct-v0.1,jinaai/jina-embeddings-v2-base-code,both,False,0.012195121951219513,0.03048780487804878,0.04878048780487805,0.06707317073170732,0.07926829268292683,0.10365853658536585,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,flax-sentence-embeddings/st-codesearch-distilroberta-base,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9573170731707317,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,flax-sentence-embeddings/st-codesearch-distilroberta-base,none,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,flax-sentence-embeddings/st-codesearch-distilroberta-base,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9329268292682927,0.9878048780487805,0.9939024390243902,0.9939024390243902,0.9939024390243902,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,flax-sentence-embeddings/st-codesearch-distilroberta-base,docstring,False,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,flax-sentence-embeddings/st-codesearch-distilroberta-base,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.5609756097560976,0.8780487804878049,0.9207317073170732,0.9573170731707317,0.975609756097561,0.9878048780487805
mistralai/Mixtral-8x7B-Instruct-v0.1,flax-sentence-embeddings/st-codesearch-distilroberta-base,variables,False,0.7865853658536586,0.9390243902439024,0.9634146341463414,0.9817073170731707,0.9939024390243902,0.9939024390243902,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,flax-sentence-embeddings/st-codesearch-distilroberta-base,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.3231707317073171,0.5487804878048781,0.6951219512195121,0.823170731707317,0.9024390243902439,0.9573170731707317
mistralai/Mixtral-8x7B-Instruct-v0.1,flax-sentence-embeddings/st-codesearch-distilroberta-base,functions,False,0.3170731707317073,0.5853658536585366,0.676829268292683,0.823170731707317,0.9024390243902439,0.9695121951219512,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,flax-sentence-embeddings/st-codesearch-distilroberta-base,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.06097560975609756,0.10975609756097561,0.18902439024390244,0.2682926829268293,0.42073170731707316
mistralai/Mixtral-8x7B-Instruct-v0.1,flax-sentence-embeddings/st-codesearch-distilroberta-base,both,False,0.018292682926829267,0.06097560975609756,0.09146341463414634,0.14634146341463414,0.24390243902439024,0.3902439024390244,0.0,0.0,0.0,0.0,0.0,0.0
